log_id,user_id,activity_date,device_type,minutes_streamed,ad_clicks_avoided,signup_date,plan_type,payment_method,status,cancellation_date
LOG_106699,USR_0383,2025-09-08,Desktop,123,2,2025-06-12,Individual,PayPal,Active,
LOG_106700,USR_0383,2025-09-12,Desktop,58,1,2025-06-12,Individual,PayPal,Active,
LOG_106701,USR_0383,2025-09-16,Mobile,6,3,2025-06-12,Individual,PayPal,Active,
LOG_106702,USR_0383,2025-09-20,Mobile,12,3,2025-06-12,Individual,PayPal,Active,
LOG_106703,USR_0383,2025-09-24,Mobile,45,2,2025-06-12,Individual,PayPal,Active,
LOG_106704,USR_0383,2025-09-28,TV,8,4,2025-06-12,Individual,PayPal,Active,
LOG_106705,USR_0383,2025-10-02,TV,39,3,2025-06-12,Individual,PayPal,Active,
LOG_106706,USR_0383,2025-10-06,Mobile,11,3,2025-06-12,Individual,PayPal,Active,
LOG_106707,USR_0383,2025-10-10,Mobile,7,4,2025-06-12,Individual,PayPal,Active,
LOG_106708,USR_0383,2025-10-14,Desktop,62,6,2025-06-12,Individual,PayPal,Active,
LOG_106709,USR_0383,2025-10-18,Mobile,112,5,2025-06-12,Individual,PayPal,Active,
LOG_106710,USR_0383,2025-10-22,Mobile,32,6,2025-06-12,Individual,PayPal,Active,
LOG_106711,USR_0383,2025-10-26,Mobile,15,2,2025-06-12,Individual,PayPal,Active,
LOG_106712,USR_0383,2025-10-30,TV,5,5,2025-06-12,Individual,PayPal,Active,
LOG_106713,USR_0383,2025-11-03,TV,37,2,2025-06-12,Individual,PayPal,Active,
LOG_106714,USR_0383,2025-11-07,Mobile,32,4,2025-06-12,Individual,PayPal,Active,
LOG_106715,USR_0383,2025-11-11,Mobile,7,6,2025-06-12,Individual,PayPal,Active,
LOG_106716,USR_0384,2025-06-12,Desktop,161,3,2025-06-12,Family,PayPal,Active,
LOG_106717,USR_0384,2025-06-16,Mobile,24,1,2025-06-12,Family,PayPal,Active,
LOG_106718,USR_0384,2025-06-20,Mobile,47,1,2025-06-12,Family,PayPal,Active,
LOG_106719,USR_0384,2025-06-24,TV,151,0,2025-06-12,Family,PayPal,Active,
LOG_106720,USR_0384,2025-06-28,TV,7,1,2025-06-12,Family,PayPal,Active,
LOG_106721,USR_0384,2025-07-02,Mobile,85,3,2025-06-12,Family,PayPal,Active,
LOG_106722,USR_0384,2025-07-06,Mobile,19,1,2025-06-12,Family,PayPal,Active,
LOG_106723,USR_0385,2025-06-12,Mobile,86,1,2025-06-12,Family,Google Wallet,Active,
LOG_106724,USR_0385,2025-06-16,Mobile,20,3,2025-06-12,Family,Google Wallet,Active,
LOG_106725,USR_0385,2025-06-20,Mobile,33,1,2025-06-12,Family,Google Wallet,Active,
LOG_106726,USR_0385,2025-06-24,Mobile,10,5,2025-06-12,Family,Google Wallet,Active,
LOG_106727,USR_0385,2025-06-28,Mobile,41,0,2025-06-12,Family,Google Wallet,Active,
LOG_106728,USR_0385,2025-07-02,TV,66,2,2025-06-12,Family,Google Wallet,Active,
LOG_106729,USR_0385,2025-07-06,Mobile,121,5,2025-06-12,Family,Google Wallet,Active,
LOG_106730,USR_0386,2025-06-13,Mobile,5,2,2025-06-13,Family,Credit Card,Active,
LOG_106731,USR_0386,2025-06-17,Mobile,17,0,2025-06-13,Family,Credit Card,Active,
LOG_106732,USR_0387,2025-06-13,Mobile,18,7,2025-06-13,Individual,PayPal,Active,
LOG_106733,USR_0387,2025-06-17,Mobile,124,2,2025-06-13,Individual,PayPal,Active,
LOG_106734,USR_0387,2025-06-21,Desktop,75,3,2025-06-13,Individual,PayPal,Active,
LOG_106735,USR_0387,2025-06-25,Mobile,77,2,2025-06-13,Individual,PayPal,Active,
LOG_106736,USR_0387,2025-06-29,Desktop,37,2,2025-06-13,Individual,PayPal,Active,
LOG_106737,USR_0387,2025-07-03,Mobile,30,4,2025-06-13,Individual,PayPal,Active,
LOG_106738,USR_0387,2025-07-07,TV,6,8,2025-06-13,Individual,PayPal,Active,
LOG_106739,USR_0387,2025-07-11,Mobile,27,4,2025-06-13,Individual,PayPal,Active,
LOG_106740,USR_0387,2025-07-15,Desktop,33,1,2025-06-13,Individual,PayPal,Active,
LOG_106741,USR_0387,2025-07-19,Mobile,18,5,2025-06-13,Individual,PayPal,Active,
LOG_106742,USR_0387,2025-07-23,Mobile,48,5,2025-06-13,Individual,PayPal,Active,
LOG_106743,USR_0387,2025-07-27,TV,16,2,2025-06-13,Individual,PayPal,Active,
LOG_106744,USR_0387,2025-07-31,Mobile,21,2,2025-06-13,Individual,PayPal,Active,
LOG_106745,USR_0387,2025-08-04,Mobile,36,1,2025-06-13,Individual,PayPal,Active,
LOG_106746,USR_0387,2025-08-08,Mobile,34,3,2025-06-13,Individual,PayPal,Active,
LOG_106747,USR_0387,2025-08-12,Mobile,7,2,2025-06-13,Individual,PayPal,Active,
LOG_106748,USR_0387,2025-08-16,Mobile,56,1,2025-06-13,Individual,PayPal,Active,
LOG_106749,USR_0387,2025-08-20,Desktop,15,3,2025-06-13,Individual,PayPal,Active,
LOG_106750,USR_0387,2025-08-24,TV,7,3,2025-06-13,Individual,PayPal,Active,
LOG_106751,USR_0387,2025-08-28,Desktop,6,3,2025-06-13,Individual,PayPal,Active,
LOG_106752,USR_0387,2025-09-01,Mobile,44,3,2025-06-13,Individual,PayPal,Active,
LOG_106753,USR_0387,2025-09-05,Mobile,29,4,2025-06-13,Individual,PayPal,Active,
LOG_106754,USR_0387,2025-09-09,TV,35,2,2025-06-13,Individual,PayPal,Active,
LOG_106755,USR_0387,2025-09-13,Desktop,41,4,2025-06-13,Individual,PayPal,Active,
LOG_106756,USR_0387,2025-09-17,TV,78,4,2025-06-13,Individual,PayPal,Active,
LOG_106757,USR_0387,2025-09-21,Mobile,11,4,2025-06-13,Individual,PayPal,Active,
LOG_106758,USR_0387,2025-09-25,Mobile,12,0,2025-06-13,Individual,PayPal,Active,
LOG_106759,USR_0387,2025-09-29,Mobile,17,2,2025-06-13,Individual,PayPal,Active,
LOG_106760,USR_0387,2025-10-03,Desktop,67,5,2025-06-13,Individual,PayPal,Active,
LOG_106761,USR_0387,2025-10-07,Desktop,32,0,2025-06-13,Individual,PayPal,Active,
LOG_106762,USR_0387,2025-10-11,Mobile,55,3,2025-06-13,Individual,PayPal,Active,
LOG_106763,USR_0387,2025-10-15,Desktop,83,2,2025-06-13,Individual,PayPal,Active,
LOG_106764,USR_0387,2025-10-19,Mobile,35,0,2025-06-13,Individual,PayPal,Active,
LOG_106765,USR_0387,2025-10-23,Mobile,24,1,2025-06-13,Individual,PayPal,Active,
LOG_106766,USR_0388,2025-06-14,Mobile,74,2,2025-06-14,Individual,Credit Card,Active,
LOG_106767,USR_0388,2025-06-18,Mobile,40,3,2025-06-14,Individual,Credit Card,Active,
LOG_106768,USR_0388,2025-06-22,Mobile,31,3,2025-06-14,Individual,Credit Card,Active,
LOG_106769,USR_0388,2025-06-26,Mobile,31,3,2025-06-14,Individual,Credit Card,Active,
LOG_106770,USR_0388,2025-06-30,Mobile,94,3,2025-06-14,Individual,Credit Card,Active,
LOG_106771,USR_0388,2025-07-04,Mobile,11,2,2025-06-14,Individual,Credit Card,Active,
LOG_106772,USR_0388,2025-07-08,Desktop,79,2,2025-06-14,Individual,Credit Card,Active,
LOG_106773,USR_0389,2025-06-14,Mobile,25,4,2025-06-14,Family,PayPal,Active,
LOG_106774,USR_0389,2025-06-18,Mobile,56,2,2025-06-14,Family,PayPal,Active,
LOG_106775,USR_0389,2025-06-22,TV,39,3,2025-06-14,Family,PayPal,Active,
LOG_106776,USR_0389,2025-06-26,Mobile,9,0,2025-06-14,Family,PayPal,Active,
LOG_106777,USR_0389,2025-06-30,TV,58,5,2025-06-14,Family,PayPal,Active,
LOG_106778,USR_0389,2025-07-04,Mobile,90,2,2025-06-14,Family,PayPal,Active,
LOG_106779,USR_0389,2025-07-08,TV,131,3,2025-06-14,Family,PayPal,Active,
LOG_106780,USR_0389,2025-07-12,Mobile,5,5,2025-06-14,Family,PayPal,Active,
LOG_106781,USR_0389,2025-07-16,Mobile,80,3,2025-06-14,Family,PayPal,Active,
LOG_106782,USR_0389,2025-07-20,Mobile,58,3,2025-06-14,Family,PayPal,Active,
LOG_106783,USR_0389,2025-07-24,Mobile,5,5,2025-06-14,Family,PayPal,Active,
LOG_106784,USR_0389,2025-07-28,Mobile,86,7,2025-06-14,Family,PayPal,Active,
LOG_106785,USR_0389,2025-08-01,TV,88,4,2025-06-14,Family,PayPal,Active,
LOG_106786,USR_0389,2025-08-05,TV,29,2,2025-06-14,Family,PayPal,Active,
LOG_106787,USR_0389,2025-08-09,Desktop,8,4,2025-06-14,Family,PayPal,Active,
LOG_106788,USR_0389,2025-08-13,TV,50,3,2025-06-14,Family,PayPal,Active,
LOG_106789,USR_0389,2025-08-17,Desktop,36,1,2025-06-14,Family,PayPal,Active,
LOG_106790,USR_0389,2025-08-21,TV,49,6,2025-06-14,Family,PayPal,Active,
LOG_106791,USR_0389,2025-08-25,Mobile,39,2,2025-06-14,Family,PayPal,Active,
LOG_106792,USR_0389,2025-08-29,Mobile,62,3,2025-06-14,Family,PayPal,Active,
LOG_106793,USR_0389,2025-09-02,Mobile,22,1,2025-06-14,Family,PayPal,Active,
LOG_106794,USR_0389,2025-09-06,Mobile,31,4,2025-06-14,Family,PayPal,Active,
LOG_106795,USR_0389,2025-09-10,Desktop,185,5,2025-06-14,Family,PayPal,Active,
LOG_106796,USR_0389,2025-09-14,Mobile,8,2,2025-06-14,Family,PayPal,Active,
LOG_106797,USR_0389,2025-09-18,Mobile,62,4,2025-06-14,Family,PayPal,Active,
LOG_106798,USR_0389,2025-09-22,Mobile,28,3,2025-06-14,Family,PayPal,Active,
LOG_106799,USR_0389,2025-09-26,Desktop,24,3,2025-06-14,Family,PayPal,Active,
LOG_106800,USR_0389,2025-09-30,Mobile,59,1,2025-06-14,Family,PayPal,Active,
LOG_106801,USR_0389,2025-10-04,Mobile,11,1,2025-06-14,Family,PayPal,Active,
LOG_106802,USR_0389,2025-10-08,Mobile,18,3,2025-06-14,Family,PayPal,Active,
LOG_106803,USR_0389,2025-10-12,Desktop,13,0,2025-06-14,Family,PayPal,Active,
LOG_106804,USR_0389,2025-10-16,Mobile,43,0,2025-06-14,Family,PayPal,Active,
LOG_106805,USR_0389,2025-10-20,Desktop,16,2,2025-06-14,Family,PayPal,Active,
LOG_106806,USR_0389,2025-10-24,Mobile,40,0,2025-06-14,Family,PayPal,Active,
LOG_106807,USR_0389,2025-10-28,TV,37,2,2025-06-14,Family,PayPal,Active,
LOG_106808,USR_0389,2025-11-01,TV,39,4,2025-06-14,Family,PayPal,Active,
LOG_106809,USR_0389,2025-11-05,Desktop,18,2,2025-06-14,Family,PayPal,Active,
LOG_106810,USR_0389,2025-11-09,TV,72,7,2025-06-14,Family,PayPal,Active,
LOG_106811,USR_0390,2025-06-15,Mobile,90,2,2025-06-15,Family,Credit Card,Canceled,2025-07-16
LOG_106812,USR_0390,2025-06-19,TV,102,1,2025-06-15,Family,Credit Card,Canceled,2025-07-16
LOG_106813,USR_0390,2025-06-23,Mobile,151,3,2025-06-15,Family,Credit Card,Canceled,2025-07-16
LOG_106814,USR_0390,2025-06-27,Mobile,8,4,2025-06-15,Family,Credit Card,Canceled,2025-07-16
LOG_106815,USR_0390,2025-07-01,Mobile,79,1,2025-06-15,Family,Credit Card,Canceled,2025-07-16
LOG_106816,USR_0391,2025-06-15,Desktop,56,2,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106817,USR_0391,2025-06-19,Mobile,73,2,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106818,USR_0391,2025-06-23,TV,24,4,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106819,USR_0391,2025-06-27,Mobile,76,1,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106820,USR_0391,2025-07-01,Mobile,26,1,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106821,USR_0391,2025-07-05,Mobile,9,11,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106822,USR_0391,2025-07-09,Mobile,19,1,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106823,USR_0391,2025-07-13,Desktop,190,5,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106824,USR_0391,2025-07-17,Mobile,18,2,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106825,USR_0391,2025-07-21,Mobile,47,3,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106826,USR_0391,2025-07-25,Mobile,15,2,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106827,USR_0391,2025-07-29,Mobile,43,0,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106828,USR_0391,2025-08-02,TV,64,5,2025-06-15,Student,Google Wallet,Canceled,2025-11-11
LOG_106829,USR_0392,2025-06-15,Mobile,13,1,2025-06-15,Individual,PayPal,Active,
LOG_106830,USR_0392,2025-06-19,Mobile,42,4,2025-06-15,Individual,PayPal,Active,
LOG_106831,USR_0392,2025-06-23,Mobile,98,3,2025-06-15,Individual,PayPal,Active,
LOG_106832,USR_0392,2025-06-27,Desktop,56,2,2025-06-15,Individual,PayPal,Active,
LOG_106833,USR_0392,2025-07-01,TV,107,3,2025-06-15,Individual,PayPal,Active,
LOG_106834,USR_0392,2025-07-05,Mobile,32,2,2025-06-15,Individual,PayPal,Active,
LOG_106835,USR_0392,2025-07-09,Mobile,21,13,2025-06-15,Individual,PayPal,Active,
LOG_106836,USR_0392,2025-07-13,Desktop,31,2,2025-06-15,Individual,PayPal,Active,
LOG_106837,USR_0392,2025-07-17,Mobile,18,0,2025-06-15,Individual,PayPal,Active,
LOG_106838,USR_0392,2025-07-21,Mobile,45,5,2025-06-15,Individual,PayPal,Active,
LOG_106839,USR_0392,2025-07-25,Mobile,51,2,2025-06-15,Individual,PayPal,Active,
LOG_106840,USR_0392,2025-07-29,Mobile,20,3,2025-06-15,Individual,PayPal,Active,
LOG_106841,USR_0392,2025-08-02,Mobile,73,3,2025-06-15,Individual,PayPal,Active,
LOG_106842,USR_0392,2025-08-06,Mobile,105,4,2025-06-15,Individual,PayPal,Active,
LOG_106843,USR_0392,2025-08-10,Mobile,20,1,2025-06-15,Individual,PayPal,Active,
LOG_106844,USR_0392,2025-08-14,TV,32,3,2025-06-15,Individual,PayPal,Active,
LOG_106845,USR_0392,2025-08-18,Mobile,7,3,2025-06-15,Individual,PayPal,Active,
LOG_106846,USR_0392,2025-08-22,TV,83,2,2025-06-15,Individual,PayPal,Active,
LOG_106847,USR_0392,2025-08-26,Mobile,124,1,2025-06-15,Individual,PayPal,Active,
LOG_106848,USR_0392,2025-08-30,Mobile,33,4,2025-06-15,Individual,PayPal,Active,
LOG_106849,USR_0392,2025-09-03,Mobile,41,2,2025-06-15,Individual,PayPal,Active,
LOG_106850,USR_0392,2025-09-07,Mobile,215,5,2025-06-15,Individual,PayPal,Active,
LOG_106851,USR_0392,2025-09-11,TV,40,3,2025-06-15,Individual,PayPal,Active,
LOG_106852,USR_0392,2025-09-15,Mobile,66,5,2025-06-15,Individual,PayPal,Active,
LOG_106853,USR_0392,2025-09-19,TV,135,5,2025-06-15,Individual,PayPal,Active,
LOG_106854,USR_0392,2025-09-23,Mobile,49,2,2025-06-15,Individual,PayPal,Active,
LOG_106855,USR_0392,2025-09-27,Mobile,25,3,2025-06-15,Individual,PayPal,Active,
LOG_106856,USR_0392,2025-10-01,TV,14,5,2025-06-15,Individual,PayPal,Active,
LOG_106857,USR_0392,2025-10-05,Mobile,32,2,2025-06-15,Individual,PayPal,Active,
LOG_106858,USR_0392,2025-10-09,Mobile,29,3,2025-06-15,Individual,PayPal,Active,
LOG_106859,USR_0392,2025-10-13,Mobile,14,5,2025-06-15,Individual,PayPal,Active,
LOG_106860,USR_0393,2025-06-16,Mobile,154,3,2025-06-16,Individual,PayPal,Active,
LOG_106861,USR_0393,2025-06-20,Desktop,13,4,2025-06-16,Individual,PayPal,Active,
LOG_106862,USR_0393,2025-06-24,Mobile,175,3,2025-06-16,Individual,PayPal,Active,
LOG_106863,USR_0393,2025-06-28,TV,9,3,2025-06-16,Individual,PayPal,Active,
LOG_106864,USR_0393,2025-07-02,TV,31,1,2025-06-16,Individual,PayPal,Active,
LOG_106865,USR_0393,2025-07-06,TV,23,6,2025-06-16,Individual,PayPal,Active,
LOG_106866,USR_0393,2025-07-10,Mobile,45,5,2025-06-16,Individual,PayPal,Active,
LOG_106867,USR_0393,2025-07-14,Desktop,181,3,2025-06-16,Individual,PayPal,Active,
LOG_106868,USR_0393,2025-07-18,Mobile,6,2,2025-06-16,Individual,PayPal,Active,
LOG_106869,USR_0393,2025-07-22,Mobile,16,4,2025-06-16,Individual,PayPal,Active,
LOG_106870,USR_0393,2025-07-26,Mobile,12,3,2025-06-16,Individual,PayPal,Active,
LOG_106871,USR_0393,2025-07-30,Desktop,10,5,2025-06-16,Individual,PayPal,Active,
LOG_106872,USR_0393,2025-08-03,Mobile,59,3,2025-06-16,Individual,PayPal,Active,
LOG_106873,USR_0393,2025-08-07,TV,32,6,2025-06-16,Individual,PayPal,Active,
LOG_106874,USR_0393,2025-08-11,Mobile,25,5,2025-06-16,Individual,PayPal,Active,
LOG_106875,USR_0394,2025-06-16,TV,46,0,2025-06-16,Family,Credit Card,Active,
LOG_106876,USR_0394,2025-06-20,Mobile,18,3,2025-06-16,Family,Credit Card,Active,
LOG_106877,USR_0394,2025-06-24,Mobile,13,2,2025-06-16,Family,Credit Card,Active,
LOG_106878,USR_0395,2025-06-17,Mobile,23,3,2025-06-17,Individual,Credit Card,Active,
LOG_106879,USR_0395,2025-06-21,Mobile,9,3,2025-06-17,Individual,Credit Card,Active,
LOG_106880,USR_0395,2025-06-25,TV,11,2,2025-06-17,Individual,Credit Card,Active,
LOG_106881,USR_0395,2025-06-29,TV,174,3,2025-06-17,Individual,Credit Card,Active,
LOG_106882,USR_0395,2025-07-03,Desktop,155,2,2025-06-17,Individual,Credit Card,Active,
LOG_106883,USR_0395,2025-07-07,Mobile,24,6,2025-06-17,Individual,Credit Card,Active,
LOG_106884,USR_0395,2025-07-11,TV,39,4,2025-06-17,Individual,Credit Card,Active,
LOG_106885,USR_0395,2025-07-15,Desktop,7,3,2025-06-17,Individual,Credit Card,Active,
LOG_106886,USR_0395,2025-07-19,Mobile,80,2,2025-06-17,Individual,Credit Card,Active,
LOG_106887,USR_0395,2025-07-23,Mobile,37,2,2025-06-17,Individual,Credit Card,Active,
LOG_106888,USR_0395,2025-07-27,Mobile,165,3,2025-06-17,Individual,Credit Card,Active,
LOG_106889,USR_0395,2025-07-31,Mobile,46,5,2025-06-17,Individual,Credit Card,Active,
LOG_106890,USR_0395,2025-08-04,Mobile,48,6,2025-06-17,Individual,Credit Card,Active,
LOG_106891,USR_0395,2025-08-08,Mobile,15,2,2025-06-17,Individual,Credit Card,Active,
LOG_106892,USR_0395,2025-08-12,Mobile,22,2,2025-06-17,Individual,Credit Card,Active,
LOG_106893,USR_0395,2025-08-16,Mobile,5,4,2025-06-17,Individual,Credit Card,Active,
LOG_106894,USR_0395,2025-08-20,Mobile,10,4,2025-06-17,Individual,Credit Card,Active,
LOG_106895,USR_0395,2025-08-24,Mobile,72,4,2025-06-17,Individual,Credit Card,Active,
LOG_106896,USR_0395,2025-08-28,Mobile,74,4,2025-06-17,Individual,Credit Card,Active,
LOG_106897,USR_0395,2025-09-01,Desktop,23,1,2025-06-17,Individual,Credit Card,Active,
LOG_106898,USR_0395,2025-09-05,Desktop,13,1,2025-06-17,Individual,Credit Card,Active,
LOG_106899,USR_0395,2025-09-09,TV,104,3,2025-06-17,Individual,Credit Card,Active,
LOG_106900,USR_0395,2025-09-13,Desktop,30,2,2025-06-17,Individual,Credit Card,Active,
LOG_106901,USR_0395,2025-09-17,Mobile,13,2,2025-06-17,Individual,Credit Card,Active,
LOG_106902,USR_0395,2025-09-21,Desktop,119,6,2025-06-17,Individual,Credit Card,Active,
LOG_106903,USR_0396,2025-06-17,Mobile,41,7,2025-06-17,Student,PayPal,Active,
LOG_106904,USR_0396,2025-06-21,Mobile,76,1,2025-06-17,Student,PayPal,Active,
LOG_106905,USR_0396,2025-06-25,Mobile,49,3,2025-06-17,Student,PayPal,Active,
LOG_106906,USR_0396,2025-06-29,Mobile,90,4,2025-06-17,Student,PayPal,Active,
LOG_106907,USR_0396,2025-07-03,TV,98,3,2025-06-17,Student,PayPal,Active,
LOG_106908,USR_0396,2025-07-07,Mobile,34,4,2025-06-17,Student,PayPal,Active,
LOG_106909,USR_0396,2025-07-11,Desktop,35,2,2025-06-17,Student,PayPal,Active,
LOG_106910,USR_0396,2025-07-15,Mobile,92,2,2025-06-17,Student,PayPal,Active,
LOG_106911,USR_0396,2025-07-19,Mobile,99,3,2025-06-17,Student,PayPal,Active,
LOG_106912,USR_0396,2025-07-23,Mobile,6,5,2025-06-17,Student,PayPal,Active,
LOG_106913,USR_0396,2025-07-27,Mobile,12,1,2025-06-17,Student,PayPal,Active,
LOG_106914,USR_0396,2025-07-31,Mobile,22,1,2025-06-17,Student,PayPal,Active,
LOG_106915,USR_0396,2025-08-04,TV,18,3,2025-06-17,Student,PayPal,Active,
LOG_106916,USR_0396,2025-08-08,Mobile,48,4,2025-06-17,Student,PayPal,Active,
LOG_106917,USR_0396,2025-08-12,Mobile,20,3,2025-06-17,Student,PayPal,Active,
LOG_106918,USR_0396,2025-08-16,Mobile,15,2,2025-06-17,Student,PayPal,Active,
LOG_106919,USR_0396,2025-08-20,Mobile,113,1,2025-06-17,Student,PayPal,Active,
LOG_106920,USR_0396,2025-08-24,TV,37,3,2025-06-17,Student,PayPal,Active,
LOG_106921,USR_0397,2025-06-18,Mobile,85,3,2025-06-18,Family,Google Wallet,Active,
LOG_106922,USR_0397,2025-06-22,Desktop,10,4,2025-06-18,Family,Google Wallet,Active,
LOG_106923,USR_0397,2025-06-26,TV,220,3,2025-06-18,Family,Google Wallet,Active,
LOG_106924,USR_0397,2025-06-30,Mobile,41,5,2025-06-18,Family,Google Wallet,Active,
LOG_106925,USR_0397,2025-07-04,Mobile,43,0,2025-06-18,Family,Google Wallet,Active,
LOG_106926,USR_0397,2025-07-08,Mobile,38,2,2025-06-18,Family,Google Wallet,Active,
LOG_106927,USR_0397,2025-07-12,Desktop,139,7,2025-06-18,Family,Google Wallet,Active,
LOG_106928,USR_0397,2025-07-16,TV,125,3,2025-06-18,Family,Google Wallet,Active,
LOG_106929,USR_0397,2025-07-20,TV,38,3,2025-06-18,Family,Google Wallet,Active,
LOG_106930,USR_0397,2025-07-24,TV,24,4,2025-06-18,Family,Google Wallet,Active,
LOG_106931,USR_0397,2025-07-28,Mobile,113,3,2025-06-18,Family,Google Wallet,Active,
LOG_106932,USR_0397,2025-08-01,Desktop,22,3,2025-06-18,Family,Google Wallet,Active,
LOG_106933,USR_0397,2025-08-05,Mobile,52,3,2025-06-18,Family,Google Wallet,Active,
LOG_106934,USR_0397,2025-08-09,Mobile,9,8,2025-06-18,Family,Google Wallet,Active,
LOG_106935,USR_0397,2025-08-13,Mobile,32,4,2025-06-18,Family,Google Wallet,Active,
LOG_106936,USR_0397,2025-08-17,Desktop,12,5,2025-06-18,Family,Google Wallet,Active,
LOG_106937,USR_0398,2025-06-18,TV,19,2,2025-06-18,Individual,Credit Card,Active,
LOG_106938,USR_0398,2025-06-22,Mobile,15,0,2025-06-18,Individual,Credit Card,Active,
LOG_106939,USR_0398,2025-06-26,Mobile,30,3,2025-06-18,Individual,Credit Card,Active,
LOG_106940,USR_0398,2025-06-30,Mobile,18,4,2025-06-18,Individual,Credit Card,Active,
LOG_106941,USR_0398,2025-07-04,TV,65,3,2025-06-18,Individual,Credit Card,Active,
LOG_106942,USR_0398,2025-07-08,Mobile,10,1,2025-06-18,Individual,Credit Card,Active,
LOG_106943,USR_0398,2025-07-12,TV,67,4,2025-06-18,Individual,Credit Card,Active,
LOG_106944,USR_0398,2025-07-16,Desktop,51,2,2025-06-18,Individual,Credit Card,Active,
LOG_106945,USR_0398,2025-07-20,Desktop,196,3,2025-06-18,Individual,Credit Card,Active,
LOG_106946,USR_0398,2025-07-24,Desktop,7,2,2025-06-18,Individual,Credit Card,Active,
LOG_106947,USR_0398,2025-07-28,Mobile,41,5,2025-06-18,Individual,Credit Card,Active,
LOG_106948,USR_0398,2025-08-01,Mobile,9,1,2025-06-18,Individual,Credit Card,Active,
LOG_106949,USR_0398,2025-08-05,Mobile,34,2,2025-06-18,Individual,Credit Card,Active,
LOG_106950,USR_0398,2025-08-09,Mobile,10,2,2025-06-18,Individual,Credit Card,Active,
LOG_106951,USR_0398,2025-08-13,Mobile,68,0,2025-06-18,Individual,Credit Card,Active,
LOG_106952,USR_0398,2025-08-17,Mobile,33,3,2025-06-18,Individual,Credit Card,Active,
LOG_106953,USR_0398,2025-08-21,Mobile,33,5,2025-06-18,Individual,Credit Card,Active,
LOG_106954,USR_0398,2025-08-25,Mobile,62,4,2025-06-18,Individual,Credit Card,Active,
LOG_106955,USR_0398,2025-08-29,TV,19,5,2025-06-18,Individual,Credit Card,Active,
LOG_106956,USR_0398,2025-09-02,Mobile,23,3,2025-06-18,Individual,Credit Card,Active,
LOG_106957,USR_0398,2025-09-06,Mobile,124,2,2025-06-18,Individual,Credit Card,Active,
LOG_106958,USR_0398,2025-09-10,Mobile,44,4,2025-06-18,Individual,Credit Card,Active,
LOG_106959,USR_0399,2025-06-18,Mobile,65,3,2025-06-18,Family,Credit Card,Canceled,2025-08-02
LOG_106960,USR_0399,2025-06-22,Desktop,113,2,2025-06-18,Family,Credit Card,Canceled,2025-08-02
LOG_106961,USR_0399,2025-06-26,Desktop,40,5,2025-06-18,Family,Credit Card,Canceled,2025-08-02
LOG_106962,USR_0399,2025-06-30,TV,11,6,2025-06-18,Family,Credit Card,Canceled,2025-08-02
LOG_106963,USR_0399,2025-07-04,Desktop,150,3,2025-06-18,Family,Credit Card,Canceled,2025-08-02
LOG_106964,USR_0399,2025-07-08,Mobile,66,5,2025-06-18,Family,Credit Card,Canceled,2025-08-02
LOG_106965,USR_0399,2025-07-12,TV,16,5,2025-06-18,Family,Credit Card,Canceled,2025-08-02
LOG_106966,USR_0399,2025-07-16,Mobile,50,2,2025-06-18,Family,Credit Card,Canceled,2025-08-02
LOG_106967,USR_0399,2025-07-20,TV,80,1,2025-06-18,Family,Credit Card,Canceled,2025-08-02
LOG_106968,USR_0399,2025-07-24,Mobile,6,1,2025-06-18,Family,Credit Card,Canceled,2025-08-02
LOG_106969,USR_0399,2025-07-28,Mobile,27,1,2025-06-18,Family,Credit Card,Canceled,2025-08-02
LOG_106970,USR_0399,2025-08-01,TV,6,3,2025-06-18,Family,Credit Card,Canceled,2025-08-02
LOG_106971,USR_0400,2025-06-19,Mobile,34,4,2025-06-19,Family,Credit Card,Active,
LOG_106972,USR_0400,2025-06-23,Mobile,41,3,2025-06-19,Family,Credit Card,Active,
LOG_106973,USR_0400,2025-06-27,Mobile,7,5,2025-06-19,Family,Credit Card,Active,
LOG_106974,USR_0401,2025-06-19,Mobile,46,3,2025-06-19,Individual,PayPal,Active,
LOG_106975,USR_0401,2025-06-23,Desktop,62,3,2025-06-19,Individual,PayPal,Active,
LOG_106976,USR_0401,2025-06-27,Desktop,43,4,2025-06-19,Individual,PayPal,Active,
LOG_106977,USR_0401,2025-07-01,Mobile,45,6,2025-06-19,Individual,PayPal,Active,
LOG_106978,USR_0401,2025-07-05,Mobile,93,3,2025-06-19,Individual,PayPal,Active,
LOG_106979,USR_0401,2025-07-09,Mobile,103,2,2025-06-19,Individual,PayPal,Active,
