user_id,signup_date,plan_type,payment_method,status,cancellation_date
USR_0971,2026-02-16,Individual,Credit Card,Active,
USR_0972,2026-02-17,Student,Credit Card,Active,
USR_0973,2026-02-17,Family,PayPal,Canceled,2026-06-10
USR_0974,2026-02-17,Individual,PayPal,Canceled,2026-07-12
USR_0975,2026-02-18,Individual,Credit Card,Canceled,2026-08-10
USR_0976,2026-02-18,Individual,PayPal,Active,
USR_0977,2026-02-19,Individual,Credit Card,Active,
USR_0978,2026-02-19,Individual,Google Wallet,Active,
USR_0979,2026-02-20,Individual,PayPal,Canceled,2026-06-17
USR_0980,2026-02-20,Individual,Credit Card,Active,
USR_0981,2026-02-20,Individual,PayPal,Active,
USR_0982,2026-02-21,Family,Credit Card,Active,
USR_0983,2026-02-21,Individual,Credit Card,Canceled,2026-05-18
USR_0984,2026-02-22,Individual,PayPal,Active,
USR_0985,2026-02-22,Family,Google Wallet,Active,
USR_0986,2026-02-23,Individual,Credit Card,Active,
USR_0987,2026-02-23,Individual,Credit Card,Active,
USR_0988,2026-02-23,Individual,Credit Card,Active,
USR_0989,2026-02-24,Individual,Google Wallet,Active,
USR_0990,2026-02-24,Family,Google Wallet,Active,
USR_0991,2026-02-25,Family,PayPal,Canceled,2026-07-23
USR_0992,2026-02-25,Individual,Google Wallet,Active,
USR_0993,2026-02-26,Individual,PayPal,Canceled,2026-04-13
USR_0994,2026-02-26,Individual,PayPal,Canceled,2026-05-30
USR_0995,2026-02-26,Individual,Google Wallet,Active,
USR_0996,2026-02-27,Individual,PayPal,Active,
USR_0997,2026-02-27,Student,Google Wallet,Active,
USR_0998,2026-02-28,Individual,PayPal,Canceled,2026-04-09
USR_0999,2026-02-28,Student,Google Wallet,Active,
USR_1000,2026-03-01,Individual,Google Wallet,Active,
